venue_id,quiz_date,placing,team,score
364268288,2022-10-18,13,...,0
364268288,2022-10-11,1,Somewhere Between 40 and Death,88
364268288,2022-10-11,2,Rice Rice Baby,82
364268288,2022-10-11,3,Spooky session,79
364268288,2022-10-11,4,Habitual Linesteppers,77
364268288,2022-10-11,5,Zoinks!,72
364268288,2022-10-11,6,Gotdamnit Bobby Fischer,69
364268288,2022-10-11,7,Wibbly Wobbly Timey Wimey Stuff,62
364268288,2022-10-11,8,Overthinkers,62
364268288,2022-10-11,9,NorthernBunch,58
364268288,2022-10-11,10,The Leftovers,57
364268288,2022-10-11,11,Hkrmkn & Tkmmy,43
364268288,2022-10-11,12,CaSantos,8
364268288,2022-10-11,13,northernbunch,0
364268288,2022-10-11,14,Mountains gandalf,0
364268288,2022-10-04,1,Thats What She Said,91
364268288,2022-10-04,2,Jack and coke skellington,86
364268288,2022-10-04,3,Is the answer Moby?,80
364268288,2022-10-04,4,Habitual Linesteppers,76
364268288,2022-10-04,5,Gotdammit Bobby Fischer,74
364268288,2022-10-04,6,Raisins are the devils grapes,71
364268288,2022-10-04,7,Fashionably Late,69
364268288,2022-10-04,8,Scratch N Dent,57
364268288,2022-10-04,9,Structures are cool,39
364268288,2022-10-04,10,10-4 Good Buddy,19
364268288,2022-09-27,1,"Are you for Scuba, Steve?!",83
364268288,2022-09-27,2,Thats What She Said,81
364268288,2022-09-27,3,Zoinks!,73
364268288,2022-09-27,4,Super Bobo Pow,71
364268288,2022-09-27,5,Sycamore Clan,70
364268288,2022-09-27,6,Cooper Rush Week,69
364268288,2022-09-27,7,Gotdammit Bobby Fischer,56
364268288,2022-09-27,8,AACE,55
364268288,2022-09-27,9,BB Gun Kelly (feat. Areola Grande),53
364268288,2022-09-27,10,Fake team name,0
364268288,2022-09-20,1,That's What She Said,95
364268288,2022-09-20,2,"Cameron, Quit Infringing on my Mar-A-Lago",88
364268288,2022-09-20,3,13 weeks to Christmas,88
364268288,2022-09-20,4,Better drinking through trivia,78
364268288,2022-09-20,5,Gotdammit Bobby Fischer,75
364268288,2022-09-20,6,Overthinkers,65
364268288,2022-09-20,7,"You're a Quizard, Harry!",60
364268288,2022-09-20,8,Better Late Than Never,56
364268288,2022-09-13,1,For quiz and country,91
364268288,2022-09-13,2,God Save The Quiz,90
364268288,2022-09-13,3,Dungeons and Drag Brunch,87
364268288,2022-09-13,4,That's What She Said,86
364268288,2022-09-13,5,Off-Brand Orcs,80
364268288,2022-09-13,6,CAAAKE,75
364268288,2022-09-13,7,Gotdammit Bobby Fischer,69
364268288,2022-09-13,8,Beauties and the Beast,63
364268288,2022-09-13,9,Mammogram Hangovers,62
364268288,2022-09-13,10,Big Black Wooden Bottle Opener,62
364268288,2022-09-13,11,Jeopardy rejects,60
364268288,2022-09-13,12,Busted club,40
364268288,2022-09-13,13,Underthinkers,27
364268288,2022-09-13,14,Overthinkers,24
364268288,2022-09-13,15,Mammogram hangover,0
364268288,2022-09-06,1,That's What She Said,90
364268288,2022-09-06,2,Dad was the hero of the Lego movie,84
364268288,2022-09-06,3,Bite my shiny metal cask,84
364268288,2022-09-06,4,Wheely low on players,59
364268288,2022-09-06,5,CAAKE,57
364268288,2022-09-06,6,Team Cooper,36
364268288,2022-09-06,7,Thats What She Said,0
364268288,2022-08-30,1,"Mr. Gorbachev, tear down this quiz",94
364268288,2022-08-30,2,Lucys inferno,92
364268288,2022-08-30,3,CAAAKE,84
364268288,2022-08-30,4,Habitual Linesteppers,84
364268288,2022-08-30,5,Wheely sad chris is leaving soon,78
364268288,2022-08-30,6,Off-Brand Orcs,76
364268288,2022-08-30,7,2 Legit 2 Quit,75
364268288,2022-08-30,8,Quizard of Oz,73
364268288,2022-08-30,9,Gotdammit Bobby Fischer,64
364268288,2022-08-30,10,Kaitlin Smells,63
364268288,2022-08-30,11,The outwheelers,61
364268288,2022-08-30,12,The Twigs,54
364268288,2022-08-23,1,Pennsylvania Veggie Tray,85
364268288,2022-08-23,2,Killer piatas,79
364268288,2022-08-23,3,Playing in Traffic,69
364268288,2022-08-23,4,help wanted,68
364268288,2022-08-23,5,Super Bobo Pow,66
364268288,2022-08-23,6,Gotdammit Bobby Fischer,63
364268288,2022-08-23,7,Here for the beer,61
364268288,2022-08-23,8,Just Happy To Be Here,55
364268288,2022-08-23,9,The wheelest (those other wheels are posers),49
364268288,2022-08-23,10,Radio Shack,46
364268288,2022-08-23,11,Mom Jeans,35
364268288,2022-08-23,12,Ignore this,0
364268288,2022-08-16,1,Mar-A-Lago Mailroom,90
364268288,2022-08-16,2,Habitual Linesteppers,87
364268288,2022-08-16,3,Shooting for seventh place,86
364268288,2022-08-16,4,W h eeeee l,78
364268288,2022-08-16,5,I dont know,74
364268288,2022-08-16,6,Diamond Dogs,66
364268288,2022-08-16,7,Chess Geeks,65
364268288,2022-08-16,8,Jeff Quesos Isn't Even Real. He Can't Hurt You.,37
364268288,2022-08-16,9,Just here to screenshot questions,0
364268288,2022-08-09,1,Breathing Strip Club,90
364268288,2022-08-09,2,Setting the bar low,82
364268288,2022-08-09,3,Leehw,72
364268288,2022-08-09,4,FBI Unboxing Party,67
364268288,2022-08-09,5,Department of Redundancy Department,67
364268288,2022-08-09,6,Here for the beer,64
364268288,2022-08-09,7,aca-awesome,61
364268288,2022-08-09,8,Two halves of a whole idiot,60
364268288,2022-08-09,9,Gorgon Girls,53
364268288,2022-08-09,10,Super casual,49
364268288,2022-08-09,11,Better Than 'Okay' Moms,45
364268288,2022-08-09,12,Inks Lake Mafia,43
364268288,2022-08-09,13,Chili Con Kanye,34
364268288,2022-08-09,14,Just here to screenshot questions,0
364268288,2022-08-02,1,Zombie Llamas,91
364268288,2022-08-02,2,Quizzards of Waverly Place,87
364268288,2022-08-02,3,Soy Chorizo,82
364268288,2022-08-02,4,Habitual Linesteppers,81
364268288,2022-08-02,5,Quizard of Oz,76
364268288,2022-08-02,6,Wheely Late,66
364268288,2022-08-02,7,Gotdammit Bobby Fischer,63
364268288,2022-08-02,8,The homecoming twins,61
364268288,2022-08-02,9,Not Originally from Texas,58
364268288,2022-08-02,10,Zoinks!,57
364268288,2022-08-02,11,Four Out of Shape Adults,55
364268288,2022-08-02,12,Two halves of a whole idiot,54
364268288,2022-08-02,13,Team SLAP,47
364268288,2022-07-26,1,Come On Eileens Sunburn,92
364268288,2022-07-26,2,Quizzards of Waverly Place,84
364268288,2022-07-26,3,F Society,82
364268288,2022-07-26,4,Dollys and the Dudes,81
364268288,2022-07-26,5,Habitual Linesteppers,77
364268288,2022-07-26,6,O'Trivia Newton John,76
364268288,2022-07-26,7,One of us is USELESS!,72
364268288,2022-07-26,8,Badass Birthday,68
364268288,2022-07-26,9,Not Originally from Texas,68
364268288,2022-07-26,10,Grunkle Stans,68
364268288,2022-07-26,11,Team,66
364268288,2022-07-26,12,Wheelcome home,65
364268288,2022-07-26,13,Super Bobo Pow,56
364268288,2022-07-19,1,London is Burning,89
364268288,2022-07-19,2,Sandy Claws,88
364268288,2022-07-19,3,Thats What She Said,84
364268288,2022-07-19,4,On GAWD this trivvy straight BUSSIN FR FR,83
364268288,2022-07-19,5,Its too frickin hot out here for this,83
364268288,2022-07-19,6,Whats worse than a child?,77
364268288,2022-07-19,7,Habitual Linesteppers,76
364268288,2022-07-19,8,We came all the way to cedar park for this trivia game and all we got was 4th place,74
364268288,2022-07-19,9,THE JUST US LEAGUE,74
364268288,2022-07-19,10,Quizard of Oz,69
364268288,2022-07-19,11,My Big Fat Geek Wedding,63
364268288,2022-07-19,12,Super Bobo Pow,60
364268288,2022-07-19,13,My big fat Greek wedding,32
364268288,2022-07-19,14,chetmate in OKC,30
364268288,2022-07-19,15,Dickinthebox,0
364268288,2022-07-12,1,Welcome to Mustafar,82
364268288,2022-07-12,2,Come on Eileen Because Why The Hell Not,82
364268288,2022-07-12,3,You ever drink baileys out of a shoe?,82
364268288,2022-07-12,4,Gotdammit Bobby Fischer,69
364268288,2022-07-12,5,Deuces Wild,64
364268288,2022-07-12,6,aca-awesome,58
364268288,2022-07-12,7,Matthew and Daniel,54
364268288,2022-07-12,8,Wheelgrets,52
364268288,2022-07-12,9,James Webbed Foot,48
364268288,2022-07-12,10,Lyman,46
364268288,2022-07-12,11,We might get one answer tonight,42
364268288,2022-07-12,12,Its Complicated,39
364268288,2022-07-12,13,All By Myself,6
364268288,2022-07-05,1,F Society,84
364268288,2022-07-05,2,My wife said our team name has to be about womens empowerment,84
364268288,2022-07-05,3,Firecrackers and three fingers,83
364268288,2022-07-05,4,Tequila es mi amigo,83
364268288,2022-07-05,5,Black & Tan,81
364268288,2022-07-05,6,Bud Light Butt Wipes,77
364268288,2022-07-05,7,Playing in Traffic,77
364268288,2022-07-05,8,Pickle Rick,75
364268288,2022-07-05,9,Admiral Snakbar,72
364268288,2022-07-05,10,Habitual Linesteppers,70
364268288,2022-07-05,11,Zoinks!,70
364268288,2022-07-05,12,"We wheely missed you, cameron",62
364268288,2022-07-05,13,Bump Truck,52
364268288,2022-07-05,14,Wu Hoo,51
364268288,2022-07-05,15,We wheely missed you cameron,0
364268288,2022-06-28,1,Tenacious T and the pick I found on the ground,79
364268288,2022-06-28,2,Spongeworthy,76
364268288,2022-06-28,3,We got played,72
364268288,2022-06-28,4,TexPats,69
364268288,2022-06-28,5,We spent all knight practicing,59
364268288,2022-06-28,6,Slaughter-House Cases Five,55
364268288,2022-06-28,7,Malice in Chains,41
364268288,2022-06-28,8,The Guy in the Corner,24
364268288,2022-06-21,1,Big brewther,86
364268288,2022-06-21,2,Quizzicle not test,86
364268288,2022-06-21,3,Roll Your D20 For Initiative,83
364268288,2022-06-21,4,Sloppy,83
364268288,2022-06-21,5,Ladybird Lake Paddleboard Rescue Team,82
364268288,2022-06-21,6,Gawd Dammit Bobby Fischer,79
364268288,2022-06-21,7,Habitual Linesteppers,79
364268288,2022-06-21,8,What the Pho?,67
364268288,2022-06-21,9,Theres Always Money in the Banana Stand,66
364268288,2022-06-21,10,Plan B,63
364268288,2022-06-21,11,Kitty Kitty Bang Bang,57
364268288,2022-06-21,12,Turned up,54
364268288,2022-06-21,13,Eddy and Them,16
364268288,2022-06-21,14,Mamacitas,0
364268288,2022-06-14,1,Bombadil Book Club,93
364268288,2022-06-14,2,Just the two of us,88
364268288,2022-06-14,3,Three's Company,83
364268288,2022-06-14,4,Lollipop Mafia,76
364268288,2022-06-14,5,Let's get Trivial,72
364268288,2022-06-14,6,Matcha,70
364268288,2022-06-14,7,KMG Posse,70
364268288,2022-06-14,8,Penske Material??,68
364268288,2022-06-14,9,Habitual Linesteppers,67
364268288,2022-06-14,10,Here For the Beer,67
364268288,2022-06-14,11,Team matcha,65
364268288,2022-06-14,12,Kylo Ren,51
364268288,2022-06-14,13,Christopher Walk-In Cooler,51
364268288,2022-06-14,14,Trivia Please,42
364268288,2022-06-07,1,Alpha Kenny body,88
364268288,2022-06-07,2,Come on Eileens Rainbow Tiara,80
364268288,2022-06-07,3,Habitual Linesteppers,76
364268288,2022-06-07,4,Driveway Drinking Team,69
364268288,2022-06-07,5,Chess Geeks,61
364268288,2022-06-07,6,Just a Table of They/Thems,53
364268288,2022-06-07,7,Rich Strike,50
364268288,2022-06-07,8,4 Cheese Grilled Cheese Sandwich,49
364268288,2022-05-31,1,The Peter North Stars,88
364268288,2022-05-31,2,Ice bank mice elf,84
364268288,2022-05-31,3,I feel the needthe need for going faster,74
364268288,2022-05-31,4,This Is My Alibi,73
364268288,2022-05-31,5,hot curl summer,70
364268288,2022-05-31,6,Zoinks!,67
364268288,2022-05-31,7,I Got Nothin,67
364268288,2022-05-31,8,Piffles,64
364268288,2022-05-31,9,Just the Two of Us,63
364268288,2022-05-31,10,Pickleballers,43
364268288,2022-05-24,1,Come On Eileens Useless Fucking Thoughts & Prayers,91
364268288,2022-05-24,2,Three's Company,90
364268288,2022-05-24,3,"1 tequila, 2 tequila, 3 tequila, floor",87
364268288,2022-05-24,4,Zoinks!,70
364268288,2022-05-24,5,Gawd Damnit Bobby Fischer,66
364268288,2022-05-24,6,O'Trivia Newton John,66
364268288,2022-05-24,7,What the pho?,57
364268288,2022-05-24,8,Department of Redundancy Department,57
364268288,2022-05-24,9,Baked Flynn and Tonic,56
364268288,2022-05-24,10,aca-awesome,55
364268288,2022-05-24,11,Team Yee Yee,14
364268288,2022-05-24,12,Bcs bears,10
364268288,2022-05-24,13,Bcsbears,9
364268288,2022-05-17,1,"Woody and buzz, Andys toys names or his moms?",86
364268288,2022-05-17,2,Howard E Badonkadonk,74
364268288,2022-05-17,3,Department of Redundancy Department,68
364268288,2022-05-17,4,Google Maps said this was Chili's...,68
364268288,2022-05-17,5,Habitual Linesteppers,66
364268288,2022-05-17,6,Come on Eileen from a reasonable distance,66
364268288,2022-05-17,7,Youth Baseball Coaches vs. Being Decent Humans,65
364268288,2022-05-10,1,Googly eyed drunkards,91
364268288,2022-05-10,2,Alitos Handmaid Service,85
364268288,2022-05-10,3,This is how we brew it,80
364268288,2022-05-10,4,Department of Redundancy Department,75
364268288,2022-05-10,5,Habitual Linesteppers,69
364268288,2022-05-10,6,Little Devils,66
364268288,2022-05-10,7,Gawd Damnit Bobby Fischer,66
364268288,2022-05-10,8,17 Days,62
364268288,2022-05-10,9,Zoinks!,48
364268288,2022-05-10,10,Material Gorls,41
364268288,2022-05-10,11,Lying is your latest fashion,10
364268288,2022-05-03,1,Come On Eileens Fancy Hat,85
364268288,2022-05-03,2,"Me, myself, and IPA",83
364268288,2022-05-03,3,Eagle Eye Cherry,71
364268288,2022-05-03,4,F Society,68
364268288,2022-05-03,5,Meat Adjacent,66
364268288,2022-05-03,6,Facts Machine,65
364268288,2022-05-03,7,Dos Sexies,61
364268288,2022-05-03,8,Pickle Rick,58
364268288,2022-05-03,9,UR Mom,56
364268288,2022-05-03,10,Department of Redundancy Department,55
364268288,2022-05-03,11,Sans Souci,51
364268288,2022-05-03,12,Didi Cat,44
364268288,2022-04-26,1,Quizzicle not test,89
364268288,2022-04-26,2,Luci's Inferno,87
364268288,2022-04-26,3,The Kid's Table,87
364268288,2022-04-26,4,We drink and we don't know things,81
364268288,2022-04-26,5,Habitual Linesteppers,80
364268288,2022-04-26,6,Gawd Dangit Bobby Fischer,77
364268288,2022-04-26,7,The Four Meskeneteers,71
364268288,2022-04-26,8,Pickle Rick,71
364268288,2022-04-26,9,Facts Machine,70
